Name,Age,Season,Placement,DaysIn,VotesAgainst,Immunities,IndImmunities,Challenges,VFB_NIF3,TCA_NIF3,TCTotal,TC_Prop,TC_Pct,TC_Score_Prop,TC_Score,Idols,Merge,Jury,Final_Tribal,RunnerUp,Winner,JuryVotes,Prop_Jury_Vote,Pct_Jury_Vote,Job,JobFixed,AppStatus,Applicant,Recruit,Collar,BlueCollar,WhiteCollar,Strength,Generation,Gender,AgeGroup
Leann Slaby,35,9,7,30,8,3,0,7,7,8,15,0.875,87.5,0.466666667,46.6666667,0,1,1,0,0,0,.,.,.,EquityResearchAssist,5,1,1,0,1,0,1,2,3,1,3
Ami Cusack,31,9,6,33,8,6,3,10,7,9,15,0.777777778,77.7777778,0.466666667,46.6666667,0,1,1,0,0,0,.,.,.,CoffeeBarista,15,0.5,0,0,2,0,0,2,3,0,3
Julie Berry,23,9,5,36,4,4,0,10,4,9,15,0.444444444,44.4444444,0.266666667,26.6666667,0,1,1,0,0,0,.,.,.,YouthMentor,35,1,1,0,2,0,0,1,3,0,2
Eliza Orlins,21,9,4,37,9,4,1,10,9,11,15,0.818181818,81.8181818,0.6,60,0,1,1,0,0,0,.,.,.,PreLawStudent,41,1,1,0,1,0,1,1,4,0,2
Scout Cloud Lee,59,9,3,38,3,3,0,6,10,11,15,0.909090909,90.9090909,0.666666667,66.6666667,0,1,1,0,0,0,.,.,.,Rancher,3,1,1,0,2,0,0,1,1,0,5
Twila Tanner,41,9,2,39,6,5,1,10,10,10,15,1,100,0.666666667,66.6666667,0,1,0,1,1,0,2,0.285714286,28.5714286,HighwayRepairWorker,7,1,1,0,3,1,0,3,2,0,4
Chris Daugherty,33,9,1,39,3,6,3,12,9,11,15,0.818181818,81.8181818,0.6,60,0,1,0,1,0,1,5,0.714285714,71.4285714,HighwayConstructionW,7,1,1,0,3,1,0,3,3,1,3
Jonathan Libby,23,10,20,2,0,0,0,0,.,0,13,.,.,.,.,0,0,0,0,0,0,.,.,.,Sales&MarketingAssoc,33,0,0,1,1,0,1,3,4,1,2
Wanda Shirk,55,10,19,2,0,0,0,0,.,0,13,.,.,.,.,0,0,0,0,0,0,.,.,.,EnglishTeacher,10,1,1,0,1,0,1,1,2,0,5
Jolanda Jones,39,10,18,3,6,1,1,1,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Lawyer,18,1,1,0,1,0,1,1,3,0,3
Ashlee Ashby,22,10,17,6,6,0,0,1,1,2,13,0.5,50,0.076923077,7.6923077,0,0,0,0,0,0,.,.,.,Student,41,0,0,1,1,0,1,2,4,0,2
Jeff Wilson,21,10,16,8,5,0,0,2,2,3,13,0.666666667,66.6666667,0.153846154,15.3846154,0,0,0,0,0,0,.,.,.,PersonalTrainer,12,0.5,0,0,3,1,0,3,4,1,2
Kim Mullen,25,10,15,11,8,0,0,2,3,4,13,0.75,75,0.230769231,23.0769231,0,0,0,0,0,0,.,.,.,GraduateStudent,41,1,1,0,1,0,1,1,3,0,2
Willard Smith,56,10,14,12,8,4,0,6,0,1,13,0,0,0,0,0,0,0,0,0,0,.,.,.,Lawyer,18,1,1,0,1,0,1,1,2,1,5
Angie Jakusz,24,10,13,12,8,0,0,2,4,5,13,0.8,80,0.307692308,30.7692308,0,0,0,0,0,0,.,.,.,Bartender,15,1,1,0,2,0,0,3,3,0,2
James Miller,33,10,12,15,7,0,0,3,4,6,13,0.666666667,66.6666667,0.307692308,30.7692308,0,0,0,0,0,0,.,.,.,Steelworker,7,1,1,0,3,1,0,3,3,1,3
Ibrehem Rahman,27,10,11,18,4,1,0,3,3,7,13,0.428571429,42.8571429,0.230769231,23.0769231,0,0,0,0,0,0,.,.,.,Waiter,15,0,0,1,2,0,0,2,3,1,2
Bobby Jon Drinkard,27,10,10,21,2,0,0,8,5,7,13,0.714285714,71.4285714,0.384615385,38.4615385,0,0,0,0,0,0,.,.,.,Waiter,15,0,0,1,2,0,0,2,3,1,2
Coby Archa,32,10,9,24,7,7,0,11,1,2,13,0.5,50,0.076923077,7.6923077,0,1,1,0,0,0,.,.,.,Hairstylist,37,1,1,0,2,0,0,2,3,1,3
Janu Tornell,39,10,8,27,1,7,0,12,1,2,13,0.5,50,0.076923077,7.6923077,0,1,1,0,0,0,.,.,.,VegasShowgirl,19,1,1,0,2,0,0,2,3,0,3
Stephenie LaGrossa,24,10,7,30,8,0,0,3,6,9,13,0.666666667,66.6666667,0.461538462,46.1538462,0,1,1,0,0,0,.,.,.,PharmaceuticalSalesR,33,1,1,0,1,0,1,3,3,0,2
Gregg Carey,27,10,6,33,4,7,0,13,3,4,13,0.75,75,0.230769231,23.0769231,0,1,1,0,0,0,.,.,.,BusinessConsultant,5,0,0,1,1,0,1,2,3,1,2
Caryn Groedel,46,10,5,36,7,7,0,12,4,5,13,0.8,80,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,Lawyer,18,1,1,0,1,0,1,1,2,0,4
Jenn Lyon,32,10,4,37,3,7,0,11,4,6,13,0.666666667,66.6666667,0.307692308,30.7692308,0,1,1,0,0,0,.,.,.,Nanny,14,0.5,0,0,1,0,1,2,3,0,3
Ian Rosenberger,23,10,3,38,5,10,3,15,6,6,13,1,100,0.461538462,46.1538462,0,1,1,0,0,0,.,.,.,DolphinTrainer,3,0.5,0,0,2,0,0,1,4,1,2
Katie Gallagher,29,10,2,39,1,7,0,11,6,6,13,1,100,0.461538462,46.1538462,0,1,0,1,1,0,1,0.142857143,14.2857143,AdvertisingExecutivw,2,1,1,0,1,0,1,1,3,0,2
Tom Westman,40,10,1,39,0,11,4,17,5,6,13,0.833333333,83.3333333,0.384615385,38.4615385,0,1,0,1,0,1,6,0.857142857,85.7142857,NYCFirefighter,6,1,1,0,3,1,0,3,2,1,4
Jim Lynch,63,11,18,3,8,0,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,.,.,.,RetiredFireCaptain,6,1,1,0,3,1,0,3,1,1,6
Morgan McDevitt,21,11,17,6,8,1,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,.,.,.,Magician'sAssistant,19,0,0,1,2,0,0,2,4,0,2
Brianna Varela,21,11,16,8,7,1,0,1,1,2,15,0.5,50,0.066666667,6.6666667,0,0,0,0,0,0,.,.,.,RetailSalesperson,33,0,0,1,1,0,1,2,4,0,2
Brooke Struck,25,11,15,11,5,2,0,5,1,2,15,0.5,50,0.066666667,6.6666667,0,0,0,0,0,0,.,.,.,LawStudent,41,0,0,1,1,0,1,1,3,0,2
Blake Towsley,24,11,14,14,5,3,0,7,1,2,15,0.5,50,0.066666667,6.6666667,0,0,0,0,0,0,.,.,.,RealEstateBroker,31,0,0,1,1,0,1,2,4,1,2
Margaret Bobonich,43,11,13,15,7,3,0,7,1,3,15,0.333333333,33.3333333,0.066666667,6.6666667,0,0,0,0,0,0,.,.,.,NursePractitioner,25,1,1,0,1,0,1,1,2,0,4
Brian Corridan,22,11,12,15,7,2,0,3,3,4,15,0.75,75,0.2,20,0,0,0,0,0,0,.,.,.,IvyLeagueStudent,41,1,1,0,1,0,1,1,4,1,2
Amy OHara,39,11,11,18,4,2,0,4,4,5,15,0.8,80,0.266666667,26.6666667,0,0,0,0,0,0,.,.,.,PoliceSeargant,17,0.5,0,0,3,1,0,3,3,0,3
Brandon Bellinger,22,11,10,21,6,3,0,8,3,5,15,0.6,60,0.2,20,0,1,0,0,0,0,.,.,.,Farmer,3,1,1,0,3,1,0,3,4,1,2
2Bobby Jon Drinkard,28,11,9,24,8,3,0,8,4,6,15,0.666666667,66.6666667,0.266666667,26.6666667,0,1,1,0,0,0,.,.,.,Waiter,15,0,0,1,2,0,0,2,3,1,2
Jamie Newton,24,11,8,27,10,3,0,5,6,7,15,0.857142857,85.7142857,0.4,40,0,1,1,0,0,0,.,.,.,WaterSkiingInstructo,10,0,0,1,2,0,0,3,4,1,2
